INCNUMBER,OFFENSECODE,Beat #,Service Area,MICRCODE,Offense Description,NIBRS Maping,NIBRS Category,NIBRS GRP,OFFENSETITLE,DATEOFOFFENSE,Day of week,Weapon Type,INCIDENT LOCATION BLOCK ADDRESS,Month
23-066433,3532,N5,North,35001,Violation of Controlled Substance Act,Drug/Narcotic Violations,Crimes Against Society,Drug/Narcotic Offenses,Cocaine - Possess,11/10/2023 06:22:00 AM,Friday,None,700 BLOCK BALL AV NE,November
23-066577,3590,E8,East,35001,Violation of Controlled Substance Act,Drug/Narcotic Violations,Crimes Against Society,Drug/Narcotic Offenses,Crack - Sell,11/10/2023 07:05:00 PM,Friday,None,DIVISION AV  & KIRTLAND ST SW,November
23-066310,3530,W4,West,35001,Violation of Controlled Substance Act,Drug/Narcotic Violations,Crimes Against Society,Drug/Narcotic Offenses,Cocaine - Sell,11/09/2023 03:45:00 PM,Thursday,None,500 BLOCK LEONARD ST NW,November
23-066588,5295,W6,West,52001,"Weapons Offense, Concealed",Weapon Law Violations,Crimes Against Society,Weapon Law Violations,CCW - AUTO (WEAPON),11/10/2023 07:49:40 PM,Friday,Handgun,100 BLOCK STRAIGHT AV SW,November
23-066595,5295,E8,East,52001,"Weapons Offense, Concealed",Weapon Law Violations,Crimes Against Society,Weapon Law Violations,CCW - AUTO (WEAPON),11/10/2023 09:00:00 PM,Friday,Handgun,0 BLOCK SUTTON ST SW,November
23-066618,5213,C3,Central,52003,"Weapon Offense, Other",Weapon Law Violations,Crimes Against Society,Weapon Law Violations,"WEAPON FIRING (CARELESS, RECKLESS, HEEDLESS, ETC)",11/10/2023 10:54:43 PM,Friday,Firearm (type unknown),0 BLOCK GOODRICH ST SW,November
23-066620,3532,S7,South,35001,Violation of Controlled Substance Act,Drug/Narcotic Violations,Crimes Against Society,Drug/Narcotic Offenses,Cocaine - Possess,11/10/2023 11:10:10 PM,Friday,None,HALL ST SW & BUCHANAN AV SW,November
23-066620,3542,S7,South,35001,Violation of Controlled Substance Act,Drug/Narcotic Violations,Crimes Against Society,Drug/Narcotic Offenses,Synthetic Narcotic - Possess,11/10/2023 11:10:10 PM,Friday,None,HALL ST SW & BUCHANAN AV SW,November
23-066646,3530,C3,Central,35001,Violation of Controlled Substance Act,Drug/Narcotic Violations,Crimes Against Society,Drug/Narcotic Offenses,Cocaine - Sell,11/11/2023 02:06:27 AM,Saturday,None,DIVISION AV  & WEALTHY ST SW,November
23-066598,5213,W6,West,52003,"Weapon Offense, Other",Weapon Law Violations,Crimes Against Society,Weapon Law Violations,"WEAPON FIRING (CARELESS, RECKLESS, HEEDLESS, ETC)",11/10/2023 12:00:00 AM,Friday,Handgun,100 BLOCK STRAIGHT AV SW,November
23-066724,5289,E8,East,52001,"Weapons Offense, Concealed",Weapon Law Violations,Crimes Against Society,Weapon Law Violations,CCW - OTHER (WEAPON),11/11/2023 11:51:38 AM,Saturday,Blunt Object,DIVISION AV  & ALGER ST SE,November
23-701752,5213,S3,South,52003,"Weapon Offense, Other",Weapon Law Violations,Crimes Against Society,Weapon Law Violations,"WEAPON FIRING (CARELESS, RECKLESS, HEEDLESS, ETC)",11/11/2023 01:48:00 PM,Saturday,Firearm (type unknown),1000 BLOCK CASS AV SE,November
23-066752,5289,C3,Central,52001,"Weapons Offense, Concealed",Weapon Law Violations,Crimes Against Society,Weapon Law Violations,CCW - OTHER (WEAPON),11/11/2023 02:31:00 PM,Saturday,Knife/Cutting Instrument,100 BLOCK SHELDON AV SE,November
23-066765,3532,E1,East,35001,Violation of Controlled Substance Act,Drug/Narcotic Violations,Crimes Against Society,Drug/Narcotic Offenses,Cocaine - Possess,11/11/2023 05:20:00 PM,Saturday,None,EASTERN AV SE & BROOKVILLE PZ SE,November
23-066767,3512,E1,East,35001,Violation of Controlled Substance Act,Drug/Narcotic Violations,Crimes Against Society,Drug/Narcotic Offenses,Heroin - Possess,11/11/2023 05:30:00 PM,Saturday,None,EASTERN AV SE & BROOKVILLE PZ SE,November
23-066871,3532,C3,Central,35001,Violation of Controlled Substance Act,Drug/Narcotic Violations,Crimes Against Society,Drug/Narcotic Offenses,Cocaine - Possess,11/12/2023 01:02:00 AM,Sunday,None,100 BLOCK CESAR E CHAVEZ AV SW,November
23-066883,5289,S3,South,52001,"Weapons Offense, Concealed",Weapon Law Violations,Crimes Against Society,Weapon Law Violations,CCW - OTHER (WEAPON),11/12/2023 02:49:00 AM,Sunday,Blunt Object,JEFFERSON AV SE & FAIR ST SE,November
23-066911,5289,E5,East,52001,"Weapons Offense, Concealed",Weapon Law Violations,Crimes Against Society,Weapon Law Violations,CCW - OTHER (WEAPON),11/12/2023 08:08:00 AM,Sunday,Blunt Object,EASTERN AV SE & 28TH ST SE,November
23-066911,3557,E5,East,35001,Violation of Controlled Substance Act,Drug/Narcotic Violations,Crimes Against Society,Drug/Narcotic Offenses,Ecstasy - Possess,11/12/2023 08:08:00 AM,Sunday,None,EASTERN AV SE & 28TH ST SE,November
23-066927,5213,X,Other Jurisdiction,52003,"Weapon Offense, Other",Weapon Law Violations,Crimes Against Society,Weapon Law Violations,"WEAPON FIRING (CARELESS, RECKLESS, HEEDLESS, ETC)",11/12/2023 10:40:00 AM,Sunday,,STEELE AV SW & BROWN ST SW,November
23-066967,3547,S2,South,35001,Violation of Controlled Substance Act,Drug/Narcotic Violations,Crimes Against Society,Drug/Narcotic Offenses,Methamphetamine - Possess,11/12/2023 01:06:01 PM,Sunday,None,100 BLOCK AUBURN AV SE,November
23-067063,3592,E1,East,35001,Violation of Controlled Substance Act,Drug/Narcotic Violations,Crimes Against Society,Drug/Narcotic Offenses,Crack - Possess,11/13/2023 01:50:00 AM,Monday,None,ALGER ST SE & MADISON AV SE,November
23-067070,3532,N5,North,35001,Violation of Controlled Substance Act,Drug/Narcotic Violations,Crimes Against Society,Drug/Narcotic Offenses,Cocaine - Possess,11/13/2023 12:00:00 AM,Monday,None,LEONARD ST NE & MAYFIELD AV NE,November
23-067077,3592,N5,North,35001,Violation of Controlled Substance Act,Drug/Narcotic Violations,Crimes Against Society,Drug/Narcotic Offenses,Crack - Possess,11/13/2023 12:00:00 AM,Monday,None,LEONARD ST NE & MAYFIELD AV NE,November
23-067262,3592,N2,North,35001,Violation of Controlled Substance Act,Drug/Narcotic Violations,Crimes Against Society,Drug/Narcotic Offenses,Crack - Possess,11/13/2023 10:03:00 PM,Monday,None,QUIMBY ST NE & QUEEN AV NE,November
23-067391,3705,E2,East,37000,Obscenity,Pornography/Obscene Material,Crimes Against Society,Pornography/Obscene Material,OBSCENE MATERIAL - DISTRIBUTE,11/14/2023 12:05:00 PM,Tuesday,None,2100 BLOCK ROSEWOOD AV SE,November
23-067550,3592,E8,East,35001,Violation of Controlled Substance Act,Drug/Narcotic Violations,Crimes Against Society,Drug/Narcotic Offenses,Crack - Possess,11/15/2023 03:37:02 AM,Wednesday,None,DIVISION AV  & ANDRE ST SE,November
23-067707,5299,E5,East,52003,"Weapon Offense, Other",Weapon Law Violations,Crimes Against Society,Weapon Law Violations,WEAPONS OFFENSE (OTHER),11/15/2023 08:22:00 PM,Wednesday,Other Firearm,1300 BLOCK KENDALL ST SE,November
23-067760,3532,E1,East,35001,Violation of Controlled Substance Act,Drug/Narcotic Violations,Crimes Against Society,Drug/Narcotic Offenses,Cocaine - Possess,11/16/2023 12:30:00 AM,Thursday,None,100 BLOCK BURTON ST SE,November
23-067845,5213,E1,East,52003,"Weapon Offense, Other",Weapon Law Violations,Crimes Against Society,Weapon Law Violations,"WEAPON FIRING (CARELESS, RECKLESS, HEEDLESS, ETC)",11/16/2023 11:19:19 AM,Thursday,Firearm (type unknown),1700 BLOCK MADISON AV SE,November
23-067883,5213,N8,North,52003,"Weapon Offense, Other",Weapon Law Violations,Crimes Against Society,Weapon Law Violations,"WEAPON FIRING (CARELESS, RECKLESS, HEEDLESS, ETC)",11/16/2023 03:00:36 PM,Thursday,Handgun,500 BLOCK TUTTLE AV NE,November
23-067932,5213,W5,West,52003,"Weapon Offense, Other",Weapon Law Violations,Crimes Against Society,Weapon Law Violations,"WEAPON FIRING (CARELESS, RECKLESS, HEEDLESS, ETC)",11/13/2023 06:25:00 AM,Monday,Firearm (type unknown),300 BLOCK INDIANA AV NW,November
23-067935,5213,N3,North,52003,"Weapon Offense, Other",Weapon Law Violations,Crimes Against Society,Weapon Law Violations,"WEAPON FIRING (CARELESS, RECKLESS, HEEDLESS, ETC)",11/16/2023 08:03:13 PM,Thursday,Other Firearm,400 BLOCK WALNUT ST NE,November
23-067942,3547,E8,East,35001,Violation of Controlled Substance Act,Drug/Narcotic Violations,Crimes Against Society,Drug/Narcotic Offenses,Methamphetamine - Possess,11/16/2023 08:00:00 PM,Thursday,None,BANNER ST SW & BUCHANAN AV SW,November
23-067950,3530,C3,Central,35001,Violation of Controlled Substance Act,Drug/Narcotic Violations,Crimes Against Society,Drug/Narcotic Offenses,Cocaine - Sell,11/16/2023 09:30:00 PM,Thursday,None,IONIA AV SW & LOGAN ST SW,November
23-067960,5213,W6,West,52003,"Weapon Offense, Other",Weapon Law Violations,Crimes Against Society,Weapon Law Violations,"WEAPON FIRING (CARELESS, RECKLESS, HEEDLESS, ETC)",11/16/2023 09:52:12 PM,Thursday,Handgun,0 BLOCK GOLD AV NW,November
23-068009,5299,N3,North,52003,"Weapon Offense, Other",Weapon Law Violations,Crimes Against Society,Weapon Law Violations,WEAPONS OFFENSE (OTHER),11/17/2023 02:17:16 AM,Friday,Other Firearm,800 BLOCK CLANCY AV NE,November
23-068085,5289,W2,West,52001,"Weapons Offense, Concealed",Weapon Law Violations,Crimes Against Society,Weapon Law Violations,CCW - OTHER (WEAPON),11/17/2023 12:15:05 PM,Friday,Other,1800 BLOCK TREMONT BL NW,November
23-068142,3532,C3,Central,35001,Violation of Controlled Substance Act,Drug/Narcotic Violations,Crimes Against Society,Drug/Narcotic Offenses,Cocaine - Possess,11/17/2023 03:12:41 PM,Friday,None,400 BLOCK IONIA AV SW,November
23-068141,3532,C3,Central,35001,Violation of Controlled Substance Act,Drug/Narcotic Violations,Crimes Against Society,Drug/Narcotic Offenses,Cocaine - Possess,11/17/2023 05:49:00 PM,Friday,None,400 BLOCK IONIA AV SW,November
23-068145,3547,C2,Central,35001,Violation of Controlled Substance Act,Drug/Narcotic Violations,Crimes Against Society,Drug/Narcotic Offenses,Methamphetamine - Possess,11/17/2023 03:30:00 PM,Friday,None,0 BLOCK MONROE CN NW,November
23-068184,5289,S4,South,52001,"Weapons Offense, Concealed",Weapon Law Violations,Crimes Against Society,Weapon Law Violations,CCW - OTHER (WEAPON),11/17/2023 07:17:14 PM,Friday,Handgun,600 BLOCK EASTERN AV SE,November
23-068203,5295,C3,Central,52001,"Weapons Offense, Concealed",Weapon Law Violations,Crimes Against Society,Weapon Law Violations,CCW - AUTO (WEAPON),11/17/2023 08:00:00 PM,Friday,Handgun,WILLIAMS ST SW & COMMERCE AV SW,November
23-068218,5213,E8,East,52003,"Weapon Offense, Other",Weapon Law Violations,Crimes Against Society,Weapon Law Violations,"WEAPON FIRING (CARELESS, RECKLESS, HEEDLESS, ETC)",11/17/2023 09:37:10 PM,Friday,Handgun,CUTLER ST SW & DIVISION AV,November
23-068243,3532,C3,Central,35001,Violation of Controlled Substance Act,Drug/Narcotic Violations,Crimes Against Society,Drug/Narcotic Offenses,Cocaine - Possess,11/18/2023 12:00:23 AM,Saturday,None,MCCONNELL ST SW & DIVISION AV,November
23-068406,5289,S8,South,52001,"Weapons Offense, Concealed",Weapon Law Violations,Crimes Against Society,Weapon Law Violations,CCW - OTHER (WEAPON),11/18/2023 06:00:00 PM,Saturday,Knife/Cutting Instrument,CESAR E CHAVEZ AV SW & B ST SW,November
23-068459,3532,S4,South,35001,Violation of Controlled Substance Act,Drug/Narcotic Violations,Crimes Against Society,Drug/Narcotic Offenses,Cocaine - Possess,11/18/2023 10:55:00 PM,Saturday,None,1200 BLOCK MADISON AV SE,November
23-068504,5295,E3,East,52001,"Weapons Offense, Concealed",Weapon Law Violations,Crimes Against Society,Weapon Law Violations,CCW - AUTO (WEAPON),11/19/2023 02:18:25 AM,Sunday,Handgun,2900 BLOCK KALAMAZOO AV SE,November
23-068504,5299,E3,East,52003,"Weapon Offense, Other",Weapon Law Violations,Crimes Against Society,Weapon Law Violations,WEAPONS OFFENSE (OTHER),11/19/2023 02:18:25 AM,Sunday,Handgun,2900 BLOCK KALAMAZOO AV SE,November
23-068499,5213,W4,West,52003,"Weapon Offense, Other",Weapon Law Violations,Crimes Against Society,Weapon Law Violations,"WEAPON FIRING (CARELESS, RECKLESS, HEEDLESS, ETC)",11/19/2023 02:13:34 AM,Sunday,Handgun,800 BLOCK 7TH ST NW,November
23-068813,3562,S7,South,35001,Violation of Controlled Substance Act,Drug/Narcotic Violations,Crimes Against Society,Drug/Narcotic Offenses,Marijuana - Possess,11/20/2023 03:37:00 PM,Monday,None,IONIA AV SW & STEVENS ST SW,November
23-068866,4004,S7,South,40001,"Commercialized Sex, Prostitution",Prostitution,Crimes Against Society,Prostitution Offenses,PROSTITUTION,11/20/2023 12:00:00 AM,Monday,None,HALL ST SW & IONIA AV SW,November
23-069082,3592,N3,North,35001,Violation of Controlled Substance Act,Drug/Narcotic Violations,Crimes Against Society,Drug/Narcotic Offenses,Crack - Possess,11/21/2023 10:03:00 PM,Tuesday,None,SHIRLEY ST NE & COLLEGE AV NE,November
23-069090,4004,E8,East,40001,"Commercialized Sex, Prostitution",Prostitution,Crimes Against Society,Prostitution Offenses,PROSTITUTION,11/21/2023 11:15:00 PM,Tuesday,None,BUCHANAN AV SW & CUTLER ST SW,November
23-067898,3530,X,Other Jurisdiction,35001,Violation of Controlled Substance Act,Drug/Narcotic Violations,Crimes Against Society,Drug/Narcotic Offenses,Cocaine - Sell,11/16/2023 05:20:00 PM,Thursday,None,6400 BLOCK BYRON CENTER AV SW,November
23-069209,3530,X,Other Jurisdiction,35001,Violation of Controlled Substance Act,Drug/Narcotic Violations,Crimes Against Society,Drug/Narcotic Offenses,Cocaine - Sell,05/05/2023 12:00:00 AM,Friday,None,7400 BLOCK BYRON CENTER AV SW,May
23-069209,3599,X,Other Jurisdiction,35001,Violation of Controlled Substance Act,Drug/Narcotic Violations,Crimes Against Society,Drug/Narcotic Offenses,Dangerous Drugs (Or Maintain Drug House),05/05/2023 12:00:00 AM,Friday,None,7400 BLOCK BYRON CENTER AV SW,May
23-069211,3530,E7,East,35001,Violation of Controlled Substance Act,Drug/Narcotic Violations,Crimes Against Society,Drug/Narcotic Offenses,Cocaine - Sell,11/22/2023 12:30:00 PM,Wednesday,None,BURTON ST SW & CLYDE PARK AV SW,November
23-069316,5289,N4,North,52001,"Weapons Offense, Concealed",Weapon Law Violations,Crimes Against Society,Weapon Law Violations,CCW - OTHER (WEAPON),11/23/2023 01:27:38 AM,Thursday,Knife/Cutting Instrument,800 BLOCK FULLER AV NE,November
23-069396,3512,N5,North,35001,Violation of Controlled Substance Act,Drug/Narcotic Violations,Crimes Against Society,Drug/Narcotic Offenses,Heroin - Possess,11/23/2023 12:29:00 PM,Thursday,None,700 BLOCK BALL AV NE,November
23-069396,3532,N5,North,35001,Violation of Controlled Substance Act,Drug/Narcotic Violations,Crimes Against Society,Drug/Narcotic Offenses,Cocaine - Possess,11/23/2023 12:29:00 PM,Thursday,None,700 BLOCK BALL AV NE,November
23-069414,5299,S6,South,52003,"Weapon Offense, Other",Weapon Law Violations,Crimes Against Society,Weapon Law Violations,WEAPONS OFFENSE (OTHER),11/23/2023 04:44:57 PM,Thursday,Handgun,2000 BLOCK BALLARD ST SE,November
23-069522,3532,N5,North,35001,Violation of Controlled Substance Act,Drug/Narcotic Violations,Crimes Against Society,Drug/Narcotic Offenses,Cocaine - Possess,11/24/2023 02:00:00 AM,Friday,None,700 BLOCK BALL AV NE,November
23-069625,5295,S6,South,52001,"Weapons Offense, Concealed",Weapon Law Violations,Crimes Against Society,Weapon Law Violations,CCW - AUTO (WEAPON),11/24/2023 10:25:05 PM,Friday,Knife/Cutting Instrument,FISK ST SE & UNDERWOOD AV SE,November
23-069620,3592,X,Other Jurisdiction,35001,Violation of Controlled Substance Act,Drug/Narcotic Violations,Crimes Against Society,Drug/Narcotic Offenses,Crack - Possess,11/24/2023 10:10:40 PM,Friday,None,HALL ST SE & FULLER AV NE,November
23-069656,3532,S4,South,35001,Violation of Controlled Substance Act,Drug/Narcotic Violations,Crimes Against Society,Drug/Narcotic Offenses,Cocaine - Possess,11/25/2023 12:56:09 AM,Saturday,None,700 BLOCK HENRY AV SE,November
23-069669,3572,W3,West,35001,Violation of Controlled Substance Act,Drug/Narcotic Violations,Crimes Against Society,Drug/Narcotic Offenses,Amphetamine - Possess,11/25/2023 02:44:02 AM,Saturday,None,PINE AV NW & LEONARD ST NW,November
23-069669,3532,W3,West,35001,Violation of Controlled Substance Act,Drug/Narcotic Violations,Crimes Against Society,Drug/Narcotic Offenses,Cocaine - Possess,11/25/2023 02:44:02 AM,Saturday,None,PINE AV NW & LEONARD ST NW,November
23-069676,3512,W3,West,35001,Violation of Controlled Substance Act,Drug/Narcotic Violations,Crimes Against Society,Drug/Narcotic Offenses,Heroin - Possess,11/25/2023 02:40:00 AM,Saturday,None,PINE AV NW & 4TH ST NW,November
23-069719,3532,W4,West,35001,Violation of Controlled Substance Act,Drug/Narcotic Violations,Crimes Against Society,Drug/Narcotic Offenses,Cocaine - Possess,11/25/2023 11:16:00 AM,Saturday,None,1100 BLOCK HAMILTON AV NW,November
23-069823,5295,S6,South,52001,"Weapons Offense, Concealed",Weapon Law Violations,Crimes Against Society,Weapon Law Violations,CCW - AUTO (WEAPON),11/25/2023 09:40:25 PM,Saturday,Handgun,800 BLOCK HANCOCK ST SE,November
23-069824,5289,S3,South,52001,"Weapons Offense, Concealed",Weapon Law Violations,Crimes Against Society,Weapon Law Violations,CCW - OTHER (WEAPON),11/25/2023 09:42:31 PM,Saturday,Blunt Object,DIVISION AV  & LABELLE ST SE,November
23-069829,5295,S3,South,52001,"Weapons Offense, Concealed",Weapon Law Violations,Crimes Against Society,Weapon Law Violations,CCW - AUTO (WEAPON),11/25/2023 09:40:00 PM,Saturday,Handgun,DIVISION AV  & LABELLE ST SE,November
23-069832,5295,S3,South,52001,"Weapons Offense, Concealed",Weapon Law Violations,Crimes Against Society,Weapon Law Violations,CCW - AUTO (WEAPON),11/25/2023 12:00:00 AM,Saturday,Handgun,DIVISION AV  & LABELLE ST SE,November
23-069999,3532,N3,North,35001,Violation of Controlled Substance Act,Drug/Narcotic Violations,Crimes Against Society,Drug/Narcotic Offenses,Cocaine - Possess,11/26/2023 12:00:00 AM,Sunday,None,100 BLOCK BARNETT ST NE,November
23-070217,5299,N2,North,52003,"Weapon Offense, Other",Weapon Law Violations,Crimes Against Society,Weapon Law Violations,WEAPONS OFFENSE (OTHER),11/28/2023 03:23:00 AM,Tuesday,Handgun,1500 BLOCK FORREST AV NE,November
23-070268,4004,E8,East,40001,"Commercialized Sex, Prostitution",Prostitution,Crimes Against Society,Prostitution Offenses,PROSTITUTION,11/28/2023 12:51:58 PM,Tuesday,None,200 BLOCK GRIGGS ST SW,November
23-066329,3560,E1,East,35001,Violation of Controlled Substance Act,Drug/Narcotic Violations,Crimes Against Society,Drug/Narcotic Offenses,Marijuana - Sell,11/09/2023 02:56:00 PM,Thursday,None,2300 BLOCK DIVISION AV,November
23-070273,4004,S7,South,40001,"Commercialized Sex, Prostitution",Prostitution,Crimes Against Society,Prostitution Offenses,PROSTITUTION,11/28/2023 12:00:00 AM,Tuesday,None,ALBANY ST SW & DIVISION AV,November
23-070307,4004,W4,West,40001,"Commercialized Sex, Prostitution",Prostitution,Crimes Against Society,Prostitution Offenses,PROSTITUTION,11/28/2023 12:00:00 AM,Tuesday,None,300 BLOCK ANN ST NW,November
23-070349,3590,S7,South,35001,Violation of Controlled Substance Act,Drug/Narcotic Violations,Crimes Against Society,Drug/Narcotic Offenses,Crack - Sell,11/28/2023 10:00:00 PM,Tuesday,None,400 BLOCK DIVISION AV,November
23-070559,3532,W4,West,35001,Violation of Controlled Substance Act,Drug/Narcotic Violations,Crimes Against Society,Drug/Narcotic Offenses,Cocaine - Possess,11/29/2023 09:42:05 PM,Wednesday,None,MUSKEGON AV NW & RICHMOND ST NW,November
23-070625,3530,E1,East,35001,Violation of Controlled Substance Act,Drug/Narcotic Violations,Crimes Against Society,Drug/Narcotic Offenses,Cocaine - Sell,11/30/2023 08:07:01 AM,Thursday,None,2100 BLOCK DIVISION AV,November
23-070738,3592,C3,Central,35001,Violation of Controlled Substance Act,Drug/Narcotic Violations,Crimes Against Society,Drug/Narcotic Offenses,Crack - Possess,11/30/2023 06:44:54 PM,Thursday,None,DIVISION AV  & WEALTHY ST SW,November
23-070758,3547,W4,West,35001,Violation of Controlled Substance Act,Drug/Narcotic Violations,Crimes Against Society,Drug/Narcotic Offenses,Methamphetamine - Possess,11/30/2023 08:54:53 PM,Thursday,None,300 BLOCK ANN ST NW,November
23-070795,5213,S4,South,52003,"Weapon Offense, Other",Weapon Law Violations,Crimes Against Society,Weapon Law Violations,"WEAPON FIRING (CARELESS, RECKLESS, HEEDLESS, ETC)",12/01/2023 01:00:00 AM,Friday,Firearm (type unknown),HIGHLAND ST SE & COLLEGE AV SE,December
23-070866,5295,E1,East,52001,"Weapons Offense, Concealed",Weapon Law Violations,Crimes Against Society,Weapon Law Violations,CCW - AUTO (WEAPON),12/01/2023 11:34:15 AM,Friday,Blunt Object,COLLINS AV SE & GRIGGS ST SE,December
23-070886,3592,S7,South,35001,Violation of Controlled Substance Act,Drug/Narcotic Violations,Crimes Against Society,Drug/Narcotic Offenses,Crack - Possess,12/01/2023 01:14:00 PM,Friday,None,CROFTON ST SE & DIVISION AV,December
23-070885,3590,S7,South,35001,Violation of Controlled Substance Act,Drug/Narcotic Violations,Crimes Against Society,Drug/Narcotic Offenses,Crack - Sell,12/01/2023 01:14:47 PM,Friday,None,CROFTON ST SE & DIVISION AV,December
23-070921,5295,E1,East,52001,"Weapons Offense, Concealed",Weapon Law Violations,Crimes Against Society,Weapon Law Violations,CCW - AUTO (WEAPON),12/01/2023 03:30:00 PM,Friday,Handgun,DIVISION AV  & MEERSE ST SE,December
23-070921,3530,E1,East,35001,Violation of Controlled Substance Act,Drug/Narcotic Violations,Crimes Against Society,Drug/Narcotic Offenses,Cocaine - Sell,12/01/2023 03:30:00 PM,Friday,None,DIVISION AV  & MEERSE ST SE,December
23-070926,3532,S3,South,35001,Violation of Controlled Substance Act,Drug/Narcotic Violations,Crimes Against Society,Drug/Narcotic Offenses,Cocaine - Possess,12/01/2023 03:15:00 PM,Friday,None,MADISON AV SE & HIGHLAND ST SE,December
23-070990,3590,S4,South,35001,Violation of Controlled Substance Act,Drug/Narcotic Violations,Crimes Against Society,Drug/Narcotic Offenses,Crack - Sell,12/01/2023 08:40:00 PM,Friday,None,UNION AV SE & WORDEN ST SE,December
23-071010,3513,S4,South,35001,Violation of Controlled Substance Act,Drug/Narcotic Violations,Crimes Against Society,Drug/Narcotic Offenses,Heroin (Other),12/01/2023 08:40:00 PM,Friday,None,UNION AV SE & WORDEN ST SE,December
23-071109,3532,S4,South,35001,Violation of Controlled Substance Act,Drug/Narcotic Violations,Crimes Against Society,Drug/Narcotic Offenses,Cocaine - Possess,12/02/2023 11:45:00 AM,Saturday,None,700 BLOCK EASTERN AV SE,December
23-071208,3532,W4,West,35001,Violation of Controlled Substance Act,Drug/Narcotic Violations,Crimes Against Society,Drug/Narcotic Offenses,Cocaine - Possess,12/02/2023 09:34:59 PM,Saturday,None,TURNER AV NW & 2ND ST NW,December
23-071062,5213,E1,East,52003,"Weapon Offense, Other",Weapon Law Violations,Crimes Against Society,Weapon Law Violations,"WEAPON FIRING (CARELESS, RECKLESS, HEEDLESS, ETC)",12/03/2023 03:04:55 AM,Sunday,Handgun,ROSEMARY ST SE & JEFFERSON AV SE,December
23-071654,3592,W4,West,35001,Violation of Controlled Substance Act,Drug/Narcotic Violations,Crimes Against Society,Drug/Narcotic Offenses,Crack - Possess,12/05/2023 02:36:44 AM,Tuesday,None,ALPINE AV NW & 5TH ST NW,December
23-071655,3592,N7,North,35001,Violation of Controlled Substance Act,Drug/Narcotic Violations,Crimes Against Society,Drug/Narcotic Offenses,Crack - Possess,12/05/2023 03:10:00 AM,Tuesday,None,PROSPECT AV SE & PLEASANT ST SE,December
23-071704,5299,E2,East,52003,"Weapon Offense, Other",Weapon Law Violations,Crimes Against Society,Weapon Law Violations,WEAPONS OFFENSE (OTHER),12/05/2023 08:55:20 AM,Tuesday,Handgun,2100 BLOCK ROSEWOOD AV SE,December
23-071704,5295,E2,East,52001,"Weapons Offense, Concealed",Weapon Law Violations,Crimes Against Society,Weapon Law Violations,CCW - AUTO (WEAPON),12/05/2023 08:55:20 AM,Tuesday,Handgun,2100 BLOCK ROSEWOOD AV SE,December
23-071704,5289,E2,East,52001,"Weapons Offense, Concealed",Weapon Law Violations,Crimes Against Society,Weapon Law Violations,CCW - OTHER (WEAPON),12/05/2023 08:55:20 AM,Tuesday,Handgun,2100 BLOCK ROSEWOOD AV SE,December
23-071819,3590,C3,Central,35001,Violation of Controlled Substance Act,Drug/Narcotic Violations,Crimes Against Society,Drug/Narcotic Offenses,Crack - Sell,12/05/2023 06:27:35 PM,Tuesday,None,WEALTHY ST SE & DIVISION AV,December
23-071877,5213,S4,South,52003,"Weapon Offense, Other",Weapon Law Violations,Crimes Against Society,Weapon Law Violations,"WEAPON FIRING (CARELESS, RECKLESS, HEEDLESS, ETC)",12/06/2023 12:33:59 AM,Wednesday,Firearm (type unknown),900 BLOCK HENRY AV SE,December
23-071990,3547,W6,West,35001,Violation of Controlled Substance Act,Drug/Narcotic Violations,Crimes Against Society,Drug/Narcotic Offenses,Methamphetamine - Possess,12/06/2023 12:30:00 PM,Wednesday,None,300 BLOCK GUNNISON AV SW,December
23-072051,3532,S5,South,35001,Violation of Controlled Substance Act,Drug/Narcotic Violations,Crimes Against Society,Drug/Narcotic Offenses,Cocaine - Possess,12/06/2023 07:58:10 PM,Wednesday,None,1100 BLOCK DUNHAM ST SE,December
23-072074,4004,E8,East,40001,"Commercialized Sex, Prostitution",Prostitution,Crimes Against Society,Prostitution Offenses,PROSTITUTION,12/06/2023 12:00:00 AM,Wednesday,None,BURTON ST SW & DIVISION AV,December
23-072141,3532,E7,East,35001,Violation of Controlled Substance Act,Drug/Narcotic Violations,Crimes Against Society,Drug/Narcotic Offenses,Cocaine - Possess,12/07/2023 01:50:00 AM,Thursday,None,CLYDE PARK AV SW & CESAR E CHAVEZ AV SW,December
23-072144,3547,N2,North,35001,Violation of Controlled Substance Act,Drug/Narcotic Violations,Crimes Against Society,Drug/Narcotic Offenses,Methamphetamine - Possess,12/07/2023 02:56:24 AM,Thursday,None,1100 BLOCK LEONARD ST NE,December
23-072239,5213,E3,East,52003,"Weapon Offense, Other",Weapon Law Violations,Crimes Against Society,Weapon Law Violations,"WEAPON FIRING (CARELESS, RECKLESS, HEEDLESS, ETC)",12/06/2023 12:30:00 AM,Wednesday,Handgun,2400 BLOCK OKEMOS DR SE,December
23-072309,3530,S7,South,35001,Violation of Controlled Substance Act,Drug/Narcotic Violations,Crimes Against Society,Drug/Narcotic Offenses,Cocaine - Sell,12/07/2023 07:37:10 PM,Thursday,None,400 BLOCK DIVISION AV,December
23-072468,3532,E1,East,35001,Violation of Controlled Substance Act,Drug/Narcotic Violations,Crimes Against Society,Drug/Narcotic Offenses,Cocaine - Possess,12/08/2023 11:48:44 AM,Friday,None,2200 BLOCK DIVISION AV,December
