INCNUMBER,OFFENSECODE,Beat #,Service Area,MICRCODE,Offense Description,NIBRS Maping,NIBRS Category,NIBRS GRP,OFFENSETITLE,DATEOFOFFENSE,Day of week,Weapon Type,INCIDENT LOCATION BLOCK ADDRESS,Month
22-046880,5295,W6,West,52001,"Weapons Offense, Concealed",Weapon Law Violations,Crimes Against Society,Weapon Law Violations,CCW - AUTO (WEAPON),08/19/2022 02:07:00 AM,Friday,Handgun,WINTER AV NW & FULTON ST,August
22-046880,5213,W6,West,52003,"Weapon Offense, Other",Weapon Law Violations,Crimes Against Society,Weapon Law Violations,"WEAPON FIRING (CARELESS, RECKLESS, HEEDLESS, ETC)",08/19/2022 02:07:00 AM,Friday,Handgun,WINTER AV NW & FULTON ST,August
22-046890,3560,S3,South,35001,Violation of Controlled Substance Act,Drug/Narcotic Violations,Crimes Against Society,Drug/Narcotic Offenses,Marijuana - Sell,08/19/2022 02:51:17 AM,Friday,None,JEFFERSON AV SE & HALL ST SE,August
22-046907,3532,C3,Central,35001,Violation of Controlled Substance Act,Drug/Narcotic Violations,Crimes Against Society,Drug/Narcotic Offenses,Cocaine - Possess,08/19/2022 08:04:17 AM,Friday,None,WILLIAMS ST SW & IONIA AV SW,August
22-046959,5288,E8,East,52001,"Weapons Offense, Concealed",Weapon Law Violations,Crimes Against Society,Weapon Law Violations,Conceal Pistol Permit Violation,08/19/2022 12:30:00 PM,Friday,Handgun,200 BLOCK CORINNE ST SW,August
22-046995,4004,E8,East,40001,"Commercialized Sex, Prostitution",Prostitution,Crimes Against Society,Prostitution Offenses,PROSTITUTION,08/19/2022 05:48:20 PM,Friday,None,MELVILLE ST SE & DIVISION AV,August
22-046996,4004,E8,East,40001,"Commercialized Sex, Prostitution",Prostitution,Crimes Against Society,Prostitution Offenses,PROSTITUTION,08/19/2022 06:02:39 PM,Friday,None,DIVISION AV  & MELVILLE ST SE,August
22-047007,5213,E1,East,52003,"Weapon Offense, Other",Weapon Law Violations,Crimes Against Society,Weapon Law Violations,"WEAPON FIRING (CARELESS, RECKLESS, HEEDLESS, ETC)",08/19/2022 07:34:44 PM,Friday,Handgun,2300 BLOCK DIVISION AV,August
22-047081,3530,C3,Central,35001,Violation of Controlled Substance Act,Drug/Narcotic Violations,Crimes Against Society,Drug/Narcotic Offenses,Cocaine - Sell,08/19/2022 10:15:00 PM,Friday,None,WILLIAMS ST SW & COMMERCE AV SW,August
22-047090,5213,E8,East,52003,"Weapon Offense, Other",Weapon Law Violations,Crimes Against Society,Weapon Law Violations,"WEAPON FIRING (CARELESS, RECKLESS, HEEDLESS, ETC)",08/20/2022 12:00:00 AM,Saturday,Handgun,0 BLOCK ROSE ST SW,August
22-047112,5213,C2,Central,52003,"Weapon Offense, Other",Weapon Law Violations,Crimes Against Society,Weapon Law Violations,"WEAPON FIRING (CARELESS, RECKLESS, HEEDLESS, ETC)",08/20/2022 04:10:53 AM,Saturday,Handgun,100 BLOCK FRONT AV NW,August
22-047122,5213,E5,East,52003,"Weapon Offense, Other",Weapon Law Violations,Crimes Against Society,Weapon Law Violations,"WEAPON FIRING (CARELESS, RECKLESS, HEEDLESS, ETC)",08/20/2022 06:45:48 AM,Saturday,Unknown,900 BLOCK PASTICHE DR SE,August
22-047422,5213,N3,North,52003,"Weapon Offense, Other",Weapon Law Violations,Crimes Against Society,Weapon Law Violations,"WEAPON FIRING (CARELESS, RECKLESS, HEEDLESS, ETC)",08/21/2022 08:36:18 PM,Sunday,Firearm (type unknown),800 BLOCK PROSPECT AV NE,August
22-047561,7201,S6,South,72000,Animal Cruelty,Animal Cruelty,Crimes Against Society,Animal Cruelty,Simple/Gross Neglect,08/16/2022 11:59:00 PM,Tuesday,None,1900 BLOCK KALAMAZOO AV SE,August
22-047651,3532,E8,East,35001,Violation of Controlled Substance Act,Drug/Narcotic Violations,Crimes Against Society,Drug/Narcotic Offenses,Cocaine - Possess,08/23/2022 12:53:15 AM,Tuesday,None,0 BLOCK CUTLER ST SW,August
22-047659,3532,E8,East,35001,Violation of Controlled Substance Act,Drug/Narcotic Violations,Crimes Against Society,Drug/Narcotic Offenses,Cocaine - Possess,08/23/2022 12:55:00 AM,Tuesday,None,0 BLOCK CUTLER ST SW,August
22-047660,3532,E8,East,35001,Violation of Controlled Substance Act,Drug/Narcotic Violations,Crimes Against Society,Drug/Narcotic Offenses,Cocaine - Possess,08/22/2022 12:52:00 AM,Monday,None,0 BLOCK CUTLER ST SW,August
22-047673,3547,E8,East,35001,Violation of Controlled Substance Act,Drug/Narcotic Violations,Crimes Against Society,Drug/Narcotic Offenses,Methamphetamine - Possess,08/23/2022 03:45:00 AM,Tuesday,None,BURTON ST SW & PALACE AV SW,August
22-047677,3592,E8,East,35001,Violation of Controlled Substance Act,Drug/Narcotic Violations,Crimes Against Society,Drug/Narcotic Offenses,Crack - Possess,08/23/2022 03:55:00 AM,Tuesday,None,BURTON ST SW & PALACE AV SW,August
22-047677,3572,E8,East,35001,Violation of Controlled Substance Act,Drug/Narcotic Violations,Crimes Against Society,Drug/Narcotic Offenses,Amphetamine - Possess,08/23/2022 03:55:00 AM,Tuesday,None,BURTON ST SW & PALACE AV SW,August
22-047033,5213,S4,South,52003,"Weapon Offense, Other",Weapon Law Violations,Crimes Against Society,Weapon Law Violations,"WEAPON FIRING (CARELESS, RECKLESS, HEEDLESS, ETC)",08/19/2022 09:20:00 PM,Friday,Firearm (type unknown),THOMAS ST SE & UNION AV SE,August
22-047734,5213,E8,East,52003,"Weapon Offense, Other",Weapon Law Violations,Crimes Against Society,Weapon Law Violations,"WEAPON FIRING (CARELESS, RECKLESS, HEEDLESS, ETC)",08/23/2022 12:25:48 PM,Tuesday,Firearm (type unknown),1500 BLOCK STEELE AV SW,August
22-047821,5213,S8,South,52003,"Weapon Offense, Other",Weapon Law Violations,Crimes Against Society,Weapon Law Violations,"WEAPON FIRING (CARELESS, RECKLESS, HEEDLESS, ETC)",08/23/2022 09:52:28 PM,Tuesday,Handgun,1100 BLOCK CESAR E CHAVEZ AV SW,August
22-047871,3532,E8,East,35001,Violation of Controlled Substance Act,Drug/Narcotic Violations,Crimes Against Society,Drug/Narcotic Offenses,Cocaine - Possess,08/24/2022 01:30:00 AM,Wednesday,None,STEWART ST SW & DIVISION AV,August
22-047884,5213,W5,West,52003,"Weapon Offense, Other",Weapon Law Violations,Crimes Against Society,Weapon Law Violations,"WEAPON FIRING (CARELESS, RECKLESS, HEEDLESS, ETC)",08/24/2022 04:28:33 AM,Wednesday,Firearm (type unknown),400 BLOCK PINE AV NW,August
22-048041,5299,E8,East,52003,"Weapon Offense, Other",Weapon Law Violations,Crimes Against Society,Weapon Law Violations,WEAPONS OFFENSE (OTHER),08/24/2022 11:28:03 PM,Wednesday,Handgun,100 BLOCK ANDRE ST SW,August
22-048106,3542,W4,West,35001,Violation of Controlled Substance Act,Drug/Narcotic Violations,Crimes Against Society,Drug/Narcotic Offenses,Synthetic Narcotic - Possess,08/25/2022 11:20:45 AM,Thursday,None,900 BLOCK TURNER AV NW,August
22-048200,5213,N5,North,52003,"Weapon Offense, Other",Weapon Law Violations,Crimes Against Society,Weapon Law Violations,"WEAPON FIRING (CARELESS, RECKLESS, HEEDLESS, ETC)",08/25/2022 08:29:51 PM,Thursday,Firearm (type unknown),STONEBROOK DR NE & STONEBROOK CT NE,August
22-048232,5299,S4,South,52003,"Weapon Offense, Other",Weapon Law Violations,Crimes Against Society,Weapon Law Violations,WEAPONS OFFENSE (OTHER),08/25/2022 09:55:00 PM,Thursday,Other,WORDEN ST SE & EASTERN AV SE,August
22-048291,3590,S3,South,35001,Violation of Controlled Substance Act,Drug/Narcotic Violations,Crimes Against Society,Drug/Narcotic Offenses,Crack - Sell,08/26/2022 06:20:11 AM,Friday,None,LABELLE ST SE & VILAS AV SE,August
22-048435,5213,W6,West,52003,"Weapon Offense, Other",Weapon Law Violations,Crimes Against Society,Weapon Law Violations,"WEAPON FIRING (CARELESS, RECKLESS, HEEDLESS, ETC)",08/26/2022 09:06:21 PM,Friday,Handgun,300 BLOCK STRAIGHT AV SW,August
22-048452,5299,S4,South,52003,"Weapon Offense, Other",Weapon Law Violations,Crimes Against Society,Weapon Law Violations,WEAPONS OFFENSE (OTHER),08/26/2022 11:35:00 PM,Friday,None,700 BLOCK MARTIN LUTHER KING JR ST SE,August
22-048492,5213,S6,South,52003,"Weapon Offense, Other",Weapon Law Violations,Crimes Against Society,Weapon Law Violations,"WEAPON FIRING (CARELESS, RECKLESS, HEEDLESS, ETC)",08/27/2022 02:21:14 AM,Saturday,Firearm (type unknown),800 BLOCK ALEXANDER ST SE,August
22-048498,5213,S6,South,52003,"Weapon Offense, Other",Weapon Law Violations,Crimes Against Society,Weapon Law Violations,"WEAPON FIRING (CARELESS, RECKLESS, HEEDLESS, ETC)",08/27/2022 02:55:04 AM,Saturday,Handgun,1100 BLOCK DALLAS AV SE,August
22-048506,3532,E2,East,35001,Violation of Controlled Substance Act,Drug/Narcotic Violations,Crimes Against Society,Drug/Narcotic Offenses,Cocaine - Possess,08/27/2022 04:00:50 AM,Saturday,None,2300 BLOCK EASTERN AV SE,August
22-048507,5213,S6,South,52003,"Weapon Offense, Other",Weapon Law Violations,Crimes Against Society,Weapon Law Violations,"WEAPON FIRING (CARELESS, RECKLESS, HEEDLESS, ETC)",08/27/2022 04:32:57 AM,Saturday,Handgun,NELAND AV SE & WORDEN ST SE,August
22-048509,3532,E2,East,35001,Violation of Controlled Substance Act,Drug/Narcotic Violations,Crimes Against Society,Drug/Narcotic Offenses,Cocaine - Possess,08/27/2022 04:00:00 AM,Saturday,None,2300 BLOCK EASTERN AV SE,August
22-048663,5295,E8,East,52001,"Weapons Offense, Concealed",Weapon Law Violations,Crimes Against Society,Weapon Law Violations,CCW - AUTO (WEAPON),08/28/2022 12:00:00 AM,Sunday,Handgun,DIVISION AV  & BURTON ST SE,August
22-048673,5213,E1,East,52003,"Weapon Offense, Other",Weapon Law Violations,Crimes Against Society,Weapon Law Violations,"WEAPON FIRING (CARELESS, RECKLESS, HEEDLESS, ETC)",08/27/2022 10:45:13 PM,Saturday,Firearm (type unknown),0 BLOCK BURTON ST SE,August
22-048682,5213,N2,North,52003,"Weapon Offense, Other",Weapon Law Violations,Crimes Against Society,Weapon Law Violations,"WEAPON FIRING (CARELESS, RECKLESS, HEEDLESS, ETC)",08/28/2022 12:53:00 AM,Sunday,Firearm (type unknown),1300 BLOCK LAFAYETTE AV NE,August
22-048640,5213,E1,East,52003,"Weapon Offense, Other",Weapon Law Violations,Crimes Against Society,Weapon Law Violations,"WEAPON FIRING (CARELESS, RECKLESS, HEEDLESS, ETC)",08/27/2022 08:51:44 PM,Saturday,Firearm (type unknown),BURTON ST SE & EASTERN AV SE,August
22-048901,3532,E1,East,35001,Violation of Controlled Substance Act,Drug/Narcotic Violations,Crimes Against Society,Drug/Narcotic Offenses,Cocaine - Possess,08/29/2022 02:40:00 AM,Monday,None,HORTON AV SE & MELVILLE ST SE,August
22-048905,3532,E1,East,35001,Violation of Controlled Substance Act,Drug/Narcotic Violations,Crimes Against Society,Drug/Narcotic Offenses,Cocaine - Possess,08/29/2022 03:14:01 AM,Monday,None,MADISON AV SE & BURTON ST SE,August
22-049056,5299,E1,East,52003,"Weapon Offense, Other",Weapon Law Violations,Crimes Against Society,Weapon Law Violations,WEAPONS OFFENSE (OTHER),08/29/2022 09:35:00 PM,Monday,Other,1900 BLOCK HORTON AV SE,August
22-049092,3592,S3,South,35001,Violation of Controlled Substance Act,Drug/Narcotic Violations,Crimes Against Society,Drug/Narcotic Offenses,Crack - Possess,08/30/2022 01:56:36 AM,Tuesday,None,HOWARD ST SE & MADISON AV SE,August
22-049229,5213,E1,East,52003,"Weapon Offense, Other",Weapon Law Violations,Crimes Against Society,Weapon Law Violations,"WEAPON FIRING (CARELESS, RECKLESS, HEEDLESS, ETC)",08/30/2022 08:06:36 PM,Tuesday,Handgun,2100 BLOCK HORTON AV SE,August
22-049264,5295,E1,East,52001,"Weapons Offense, Concealed",Weapon Law Violations,Crimes Against Society,Weapon Law Violations,CCW - AUTO (WEAPON),08/31/2022 12:00:11 AM,Wednesday,Handgun,BURTON ST SE & LINDEN AV SE,August
22-049264,3590,E1,East,35001,Violation of Controlled Substance Act,Drug/Narcotic Violations,Crimes Against Society,Drug/Narcotic Offenses,Crack - Sell,08/31/2022 12:00:11 AM,Wednesday,None,BURTON ST SE & LINDEN AV SE,August
22-049264,5299,E1,East,52003,"Weapon Offense, Other",Weapon Law Violations,Crimes Against Society,Weapon Law Violations,WEAPONS OFFENSE (OTHER),08/31/2022 12:00:11 AM,Wednesday,Handgun,BURTON ST SE & LINDEN AV SE,August
22-049379,3530,S5,South,35001,Violation of Controlled Substance Act,Drug/Narcotic Violations,Crimes Against Society,Drug/Narcotic Offenses,Cocaine - Sell,08/31/2022 01:18:00 PM,Wednesday,None,900 BLOCK THOMAS ST SE,August
22-049444,4004,E1,East,40001,"Commercialized Sex, Prostitution",Prostitution,Crimes Against Society,Prostitution Offenses,PROSTITUTION,08/31/2022 08:45:00 PM,Wednesday,None,JEFFERSON AV SE & BURTON ST SE,August
22-049454,4004,E8,East,40001,"Commercialized Sex, Prostitution",Prostitution,Crimes Against Society,Prostitution Offenses,PROSTITUTION,08/31/2022 09:22:30 PM,Wednesday,None,DIVISION AV  & ANDRE ST SE,August
22-049490,5295,S5,South,52001,"Weapons Offense, Concealed",Weapon Law Violations,Crimes Against Society,Weapon Law Violations,CCW - AUTO (WEAPON),09/01/2022 12:30:22 AM,Thursday,Handgun,FULLER AV SE & MARTIN LUTHER KING JR ST SE,September
22-049497,3564,S4,South,35001,Violation of Controlled Substance Act,Drug/Narcotic Violations,Crimes Against Society,Drug/Narcotic Offenses,Marijuana (Other),08/31/2022 09:48:00 PM,Wednesday,None,EASTERN AV SE & LOGAN ST SE,August
22-049581,4004,E1,East,40001,"Commercialized Sex, Prostitution",Prostitution,Crimes Against Society,Prostitution Offenses,PROSTITUTION,09/01/2022 12:00:00 PM,Thursday,None,MADISON AV SE & EOLA ST SE,September
22-049703,5295,W3,West,52001,"Weapons Offense, Concealed",Weapon Law Violations,Crimes Against Society,Weapon Law Violations,CCW - AUTO (WEAPON),09/01/2022 11:15:21 PM,Thursday,Handgun,LEONARD ST NW & GARFIELD AV NW,September
22-049703,5299,W3,West,52003,"Weapon Offense, Other",Weapon Law Violations,Crimes Against Society,Weapon Law Violations,WEAPONS OFFENSE (OTHER),09/01/2022 11:15:21 PM,Thursday,Handgun,LEONARD ST NW & GARFIELD AV NW,September
22-049721,5295,W2,West,52001,"Weapons Offense, Concealed",Weapon Law Violations,Crimes Against Society,Weapon Law Violations,CCW - AUTO (WEAPON),09/02/2022 12:00:00 AM,Friday,Handgun,LAKE MICHIGAN DR NW & COVELL AV NW,September
22-049729,5295,N4,North,52001,"Weapons Offense, Concealed",Weapon Law Violations,Crimes Against Society,Weapon Law Violations,CCW - AUTO (WEAPON),09/02/2022 01:14:00 AM,Friday,Handgun,196 XW  & COLLEGE AV NE,September
22-049729,5299,N4,North,52003,"Weapon Offense, Other",Weapon Law Violations,Crimes Against Society,Weapon Law Violations,WEAPONS OFFENSE (OTHER),09/02/2022 01:14:00 AM,Friday,Handgun,196 XW  & COLLEGE AV NE,September
22-049746,3530,S1,South,35001,Violation of Controlled Substance Act,Drug/Narcotic Violations,Crimes Against Society,Drug/Narcotic Offenses,Cocaine - Sell,09/02/2022 02:56:28 AM,Friday,None,HENRY AV SE & EVANS ST SE,September
22-049945,3799,E5,East,37000,Obscenity,Pornography/Obscene Material,Crimes Against Society,Pornography/Obscene Material,OBSCENITY(OTHER),09/02/2022 10:07:49 PM,Friday,None,3800 BLOCK GIDDINGS AV SE,September
22-049970,5295,E4,East,52001,"Weapons Offense, Concealed",Weapon Law Violations,Crimes Against Society,Weapon Law Violations,CCW - AUTO (WEAPON),09/02/2022 11:13:10 PM,Friday,Handgun,28TH ST SE & BELTLINE AV SE,September
22-049977,3532,C3,Central,35001,Violation of Controlled Substance Act,Drug/Narcotic Violations,Crimes Against Society,Drug/Narcotic Offenses,Cocaine - Possess,09/03/2022 12:18:09 AM,Saturday,None,300 BLOCK COMMERCE AV SW,September
22-049986,5213,W6,West,52003,"Weapon Offense, Other",Weapon Law Violations,Crimes Against Society,Weapon Law Violations,"WEAPON FIRING (CARELESS, RECKLESS, HEEDLESS, ETC)",09/03/2022 01:05:08 AM,Saturday,Handgun,1200 BLOCK FULTON ST,September
22-049988,5295,E8,East,52001,"Weapons Offense, Concealed",Weapon Law Violations,Crimes Against Society,Weapon Law Violations,CCW - AUTO (WEAPON),09/03/2022 01:20:51 AM,Saturday,Handgun,100 BLOCK STEWART ST SW,September
22-049988,5299,E8,East,52003,"Weapon Offense, Other",Weapon Law Violations,Crimes Against Society,Weapon Law Violations,WEAPONS OFFENSE (OTHER),09/03/2022 01:20:51 AM,Saturday,Handgun,100 BLOCK STEWART ST SW,September
22-050047,5295,N7,North,52001,"Weapons Offense, Concealed",Weapon Law Violations,Crimes Against Society,Weapon Law Violations,CCW - AUTO (WEAPON),09/03/2022 08:00:00 AM,Saturday,Handgun,100 BLOCK LAFAYETTE AV NE,September
22-050047,3530,N7,North,35001,Violation of Controlled Substance Act,Drug/Narcotic Violations,Crimes Against Society,Drug/Narcotic Offenses,Cocaine - Sell,09/03/2022 08:00:00 AM,Saturday,None,100 BLOCK LAFAYETTE AV NE,September
22-050163,5213,S8,South,52003,"Weapon Offense, Other",Weapon Law Violations,Crimes Against Society,Weapon Law Violations,"WEAPON FIRING (CARELESS, RECKLESS, HEEDLESS, ETC)",09/03/2022 09:13:30 PM,Saturday,Firearm (type unknown),500 BLOCK B ST SW,September
22-050172,5213,S5,South,52003,"Weapon Offense, Other",Weapon Law Violations,Crimes Against Society,Weapon Law Violations,"WEAPON FIRING (CARELESS, RECKLESS, HEEDLESS, ETC)",09/03/2022 10:02:00 PM,Saturday,Handgun,1000 BLOCK MARTIN LUTHER KING JR ST SE,September
22-050173,3530,E1,East,35001,Violation of Controlled Substance Act,Drug/Narcotic Violations,Crimes Against Society,Drug/Narcotic Offenses,Cocaine - Sell,09/03/2022 11:30:00 PM,Saturday,None,PROSPECT AV SE & BURTON ST SE,September
22-050194,3532,E4,East,35001,Violation of Controlled Substance Act,Drug/Narcotic Violations,Crimes Against Society,Drug/Narcotic Offenses,Cocaine - Possess,09/04/2022 12:04:30 AM,Sunday,None,3700 BLOCK 28TH ST SE,September
22-050197,3556,E1,East,35001,Violation of Controlled Substance Act,Drug/Narcotic Violations,Crimes Against Society,Drug/Narcotic Offenses,Ecstasy - Deliver,09/04/2022 12:35:00 AM,Sunday,None,PROSPECT AV SE & BURTON ST SE,September
22-050229,5299,N5,North,52003,"Weapon Offense, Other",Weapon Law Violations,Crimes Against Society,Weapon Law Violations,WEAPONS OFFENSE (OTHER),09/04/2022 04:30:00 AM,Sunday,Other,1800 BLOCK MASON ST NE,September
22-050294,5213,S4,South,52003,"Weapon Offense, Other",Weapon Law Violations,Crimes Against Society,Weapon Law Violations,"WEAPON FIRING (CARELESS, RECKLESS, HEEDLESS, ETC)",09/04/2022 01:19:58 PM,Sunday,Handgun,600 BLOCK OAKDALE ST SE,September
22-050391,5213,N2,North,52003,"Weapon Offense, Other",Weapon Law Violations,Crimes Against Society,Weapon Law Violations,"WEAPON FIRING (CARELESS, RECKLESS, HEEDLESS, ETC)",09/04/2022 10:00:04 PM,Sunday,Firearm (type unknown),0 BLOCK QUIMBY ST NE,September
22-050401,5586,N8,North,72000,Animal Cruelty,Animal Cruelty,Crimes Against Society,Animal Cruelty,ANIMALS - CRUELTY TO,09/04/2022 09:26:00 PM,Sunday,None,700 BLOCK HAWTHORNE ST NE,September
22-050414,3532,W3,West,35001,Violation of Controlled Substance Act,Drug/Narcotic Violations,Crimes Against Society,Drug/Narcotic Offenses,Cocaine - Possess,09/04/2022 10:55:00 PM,Sunday,None,800 BLOCK 6TH ST NW,September
22-050420,3547,E2,East,35001,Violation of Controlled Substance Act,Drug/Narcotic Violations,Crimes Against Society,Drug/Narcotic Offenses,Methamphetamine - Possess,09/05/2022 01:07:08 AM,Monday,None,28TH ST SE & RAYMOND AV SE,September
22-050426,3547,E2,East,35001,Violation of Controlled Substance Act,Drug/Narcotic Violations,Crimes Against Society,Drug/Narcotic Offenses,Methamphetamine - Possess,09/05/2022 12:19:00 AM,Monday,None,28TH ST SE & RAYMOND AV SE,September
22-050594,5295,S3,South,52001,"Weapons Offense, Concealed",Weapon Law Violations,Crimes Against Society,Weapon Law Violations,CCW - AUTO (WEAPON),09/05/2022 10:34:34 PM,Monday,Handgun,HALL ST SE & MADISON AV SE,September
22-050601,3532,E1,East,35001,Violation of Controlled Substance Act,Drug/Narcotic Violations,Crimes Against Society,Drug/Narcotic Offenses,Cocaine - Possess,09/05/2022 11:22:08 PM,Monday,None,DIVISION AV  & GRIGGS ST SE,September
22-050607,3592,E8,East,35001,Violation of Controlled Substance Act,Drug/Narcotic Violations,Crimes Against Society,Drug/Narcotic Offenses,Crack - Possess,09/05/2022 11:50:41 PM,Monday,None,BUCHANAN AV SW & WITHEY ST SW,September
22-050635,3532,E8,East,35001,Violation of Controlled Substance Act,Drug/Narcotic Violations,Crimes Against Society,Drug/Narcotic Offenses,Cocaine - Possess,09/06/2022 04:06:00 AM,Tuesday,None,0 BLOCK BURTON ST SW,September
22-050728,5299,W3,West,52003,"Weapon Offense, Other",Weapon Law Violations,Crimes Against Society,Weapon Law Violations,WEAPONS OFFENSE (OTHER),09/06/2022 02:31:00 PM,Tuesday,Handgun,600 BLOCK LINCOLN AV NW,September
